200201,72.55,-9131.5,
200112,264.33,-45520.4,
200111,157.58,-21607.7,
200110,87.33,-16231.1,
200109,120.87,-15432.0,
200108,133.8,-21219.9,
200107,72.43,-605.6,
200106,80.36,1933.2,
200105,85.26,-6251.4,
200104,57.26,-8601.6959,
200103,72.25,-5919.5,
200102,50.19,-7425.2,
200101,52.32,-1923.9,
200012,196.41,-69753.4643,
200011,108.31,-52448.8233,
200010,82.05,-56337.9074000001,
200009,100.44,-39805.4781,
200008,109.34,-51125.0869,
200007,72.04,-50731.4747,
200006,137.29,-50092.6,
200005,73.0,-40186.4,
200004,103.11,-30630.4,
200003,68.33,-30207.8,
200002,62.8,-15096.1,
200001,37.22,-7924.3,
199912,233.98,,
199911,67.73,,
199910,70.03,,
199909,66.37,,
199908,86.07,,
199907,87.54,,
199906,104.43,,
199905,43.02,,
199904,62.55,,
199903,63.53,,
199902,51.64,,
199901,30.11,,
199812,141.85,,
199811,87.73,,
199810,87.49,,
199809,91.95,,
199808,72.14,,
199807,65.13,,
199806,96.41,,
199805,67.2,,
199804,73.41,,
199803,74.45,,
199802,57.2,,
199801,50.61,,
199712,169.7,,
199711,105.59,,
199710,91.36,,
199709,95.54,,
199708,88.19,,
199707,74.09,,
199706,105.69,,
199705,64.67,,
199704,69.27,,
199703,90.12,,
199702,43.28,,
199701,39.29,,
